-1.495826983695344268e+02, -3.081424114122066271e+02, -3.818696661581673766e+02, -2.855103335217182234e+02, -1.829236647911326372e+02, -1.560811488294704361e+02, -1.297880976560407191e+02, -9.562280962559411535e+01, -2.296921407531326622e+02, -2.972262877984104534e+02, -3.453698503946730511e+02, -3.330369757144496248e+02, -3.853245723921222066e+02, -1.867876104990673127e+02, -1.671925934504495785e+02, -1.152593019393461304e+02, -3.115767398914785531e+02, -3.562366841694193340e+02, -3.369620874035593374e+02, -3.762771752093368605e+02, -3.237612890423391718e+02, -3.727161368925282545e+02, -4.028409955767879751e+02, -4.481534909315812456e+02, -4.501817607616462169e+02, -4.539254301028047394e+02, -1.530147306246551864e+02, -2.122731736241784404e+02, -3.265455803030501443e+02, -3.667755130740175105e+02, -3.940594836919461272e+02, -3.604506642905645890e+02, -1.425457326091800070e+01, -4.576610735423347620e+01, -8.334819448013945475e+01, -1.344952637155890898e+02, -1.674871318330466465e+02, -1.973663337828303952e+02, -2.248922847207701921e+02, -2.576660919334473761e+02, -2.821273905517292064e+02, -2.927871751132179270e+02, -3.261481970911344774e+02, -3.551274811970724841e+02, -3.656948475853051264e+02, -3.804246195734914977e+02, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00
-7.908686398127176176e+01, -7.200500343889805777e+01, -7.344950824815791179e+01, -7.317291302244285589e+01, -4.581444086752772193e+01, -4.812992264320645575e+01, -3.269383806635983092e+01, -1.455345455563090340e+01, -2.665421245133445538e+01, -2.451399368891862451e+01, -2.976306706492691845e+01, -1.809971831695583955e+00, -1.559623596915138322e+01, 4.940500333466378891e+01, 4.155071114558501932e+01, 2.992768426253443081e+01, 2.117102504459509404e+01, 1.111727769079135442e+01, 5.207377876129385186e+01, 4.495392945170780763e+01, 2.716206110025925824e+01, 5.804082710151480740e+01, 9.438724862187976328e+01, 6.189225938672024085e+01, 5.478961731103669308e+01, 4.187052519740040424e+01, 1.376493859266997521e+00, 4.148316743883970048e+01, 2.562652250705209411e+01, 2.321531101885064174e+01, 2.339206584086078067e+01, 2.876976064620417883e-02, -2.225365163422351600e+01, -9.934202533603260221e+00, -2.597346088892928151e+01, -4.192065401733690067e+01, -3.436611418932789519e+01, -4.050210880527793478e+01, -4.212258342017555890e+01, -4.919604699926118485e+01, -3.518128330745518184e+01, -1.806179196075754945e+01, -4.074576185258327854e+01, -3.094684776115304459e+01, -2.348116858153341724e+01, -3.030248824883281511e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00
-3.069677144008361580e+01, -4.734230819022646752e-01, 2.276983669336991412e+01, 3.391557721785963597e+00, -1.723290135550575997e+01, -2.637536158597134772e+01, -4.189260879605291166e+01, -6.913181401548007443e+01, -5.238654790347874268e+01, -6.708523581171917272e+01, -5.446327774259714261e+01, -3.418747093342472709e+01, -5.809479354977910504e+01, -9.821373365099432817e+01, -7.862446301025269690e+01, -6.615113779635633762e+01, -9.339775935266666806e+01, -9.988621358373325165e+01, -6.162090158985711241e+01, -7.106207153578679936e+01, -4.600618995676208556e+01, -4.552275913500650972e+01, -3.187566394961171312e+01, -4.114264245286318555e+01, -3.967009881495769008e+01, -9.405284349270425892e+00, -7.067734756189364020e+01, -5.050481371378833728e+01, -6.489878047225516866e+01, -5.724638561999884701e+01, -5.650963258184053473e+01, -3.165370380810398032e+01, 2.803518294714106851e+00, -3.115099183746558253e+00, -3.754658363093344065e+01, -3.458240552946782742e+01, -4.367331244553402314e+01, -4.469834873343609161e+01, -4.737465724361273089e+01, -6.007307185435011831e+01, -4.740681725689049841e+01, -5.592767478132463310e+01, -5.447950501193415107e+01, -4.981389872452751888e+01, -4.313471430968218101e+01, -2.577143166461333124e+01, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00
2.194740330164164988e+01, 4.012253380893461951e+01, 3.867215436856759680e+01, 1.117620217279584516e+01, -8.349066426749811143e+00, -7.150634307725515448e+00, 4.830420906519211854e+00, -1.811123200227164887e-01, 3.346058244988208585e+00, -1.128351803282886578e+01, -5.324471868958235987e+00, 8.565242366710940303e+00, -1.870420856094612105e+01, -9.999874984335033190e+00, -4.668647843512485629e-01, -4.987817044208750494e-01, -8.869364372480625036e+00, -5.094011581872546657e+00, 1.330155417848790655e+01, 6.375390013564045333e+00, 2.483951293593504772e+01, 1.734535039779142096e+01, 3.181041153091391749e+01, 1.299061182590476804e+01, 6.081764967621903217e+00, 2.874218852489961407e+01, -1.539743118877829220e+00, -4.589077290520179986e+00, 6.398302896057147748e+00, 5.453505898575312649e+00, -2.251399398538164398e+00, 1.551046671471896676e+00, 2.915941116522592580e+01, 2.439222778155458826e+01, 7.583378656676547536e+00, -7.833323640202168869e-01, -1.072086104747039670e+01, -7.763113122612789851e+00, -9.122004081011485965e+00, -1.080413921064962679e+01, -2.369742524916174098e+00, -1.170229436608666163e+01, -1.513292310768152404e+01, -1.601999186558918264e+00, -4.089273689011462265e-01, 2.552166530105745235e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00
-5.497370633879496538e+00, 5.498645950715316033e+00, 1.239617209346538473e+01, 4.007242389646684444e+00, -1.561765552194767093e+00, 1.646976740473189693e+01, 9.464353274867338683e+00, 1.603203111551582083e+01, 1.384311194133971945e+01, 2.388120477055027280e+01, 2.586371658410169516e+01, 3.420308841138572120e+01, 2.649365521882884167e+01, 4.456896062314090301e+00, 1.141368966123341622e+01, 1.103748934233592438e+00, 9.983324097509461703e-01, -4.046217815215759295e+00, -2.210792022940148982e+00, 1.465295543184710070e+01, 3.410330444049954934e+01, 1.741020495133794554e+01, 3.166186896996130784e+01, 2.462399887288309941e+01, 2.803937144854928221e+01, 3.448778597813313951e+01, -3.013970803198250437e+01, -3.189538774943960675e+01, 2.236641682821063071e-01, -8.673017063889238543e+00, -2.988623658417993934e+00, 8.767583548814528172e+00, 8.628908620457949041e+00, 3.069468940121280021e+00, -5.534942692409861920e+00, -4.635093435414025187e+00, -1.736742067316818350e+01, -1.533033575490397027e+01, -2.623390778941521617e+01, -8.233412786331447686e-01, -8.318458395067674260e+00, -1.828435659997396101e+01, -2.801811140765924080e+01, -1.820859016102551919e+01, -2.169791430859660863e+01, -3.135942756307676937e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00
-1.231196469459717502e+00, 4.055782284667714954e+00, 1.521357627116570654e+01, -8.263445202731258377e+00, 5.252695107776168548e+00, 4.227341853502121438e+00, -8.863825778064438055e+00, 1.264636429234543158e+01, 1.127804890769071022e+01, 1.551499686293355751e+01, 1.699524398930666536e+01, 1.306440794098013924e+01, 2.377412812980598389e+01, 2.153115610023726845e+01, 2.358118571129989860e+01, 2.275774472300588513e+01, 5.026900253515273675e+01, 4.596047100431366061e+01, 4.195864228149005726e+01, 6.131730959790326807e+01, 3.739648937441516807e+01, 4.023220044629344727e+01, 5.422350921537835688e+01, 5.023118489128383146e+01, 4.881353976986120813e+01, 3.879145730680572512e+01, 3.091483182457539414e+01, 2.519798272377411763e+01, 4.817489984640945266e+01, 4.843656666004585531e+01, 5.178283997945376882e+01, 4.422393799776840950e+01, 1.528241528383955483e+01, 3.101217131068154842e+01, 1.682123308125573402e+01, 1.658954342625893830e+01, 1.066471703486909739e+01, 1.069063956643059576e+01, 4.240126724163296501e+00, 1.740586923051559864e+01, 1.302525078113509238e+01, 1.746597058311956374e+01, 8.588589224444405090e-01, 1.838355562409635269e+01, 5.966368192628712208e+00, 2.160315978551057015e+01, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00
-1.867460407013254553e+01, -1.670895247644565274e+01, -9.925181980284683902e+00, -2.782669022662049940e+01, -1.851201757949018400e+01, -1.394376334049522370e+01, -1.412133233879483285e+01, -1.757476766066518081e+01, -2.778309734284578525e+01, -3.248888333524547534e+01, -2.967158376303133238e+01, -2.836010584849874760e+01, -2.304511747691784507e+01, -3.086202746075527870e+01, -2.382765543112608952e+01, -2.977794877087722369e+01, -2.657906710924505234e+01, -3.359534922186169581e+01, -1.753238207377196289e+01, -1.633656579446771673e+01, -2.550879306076208763e+01, -3.625788166673184776e+01, -3.851193280457276558e+01, -2.385833887902746397e+01, -2.086747013431775599e+01, -9.765682831721665735e+00, -2.194439813681310625e+01, -2.483272098102868597e+01, -2.032772821166859956e+01, -3.095279462676790772e+01, -1.894109371103676409e+01, -2.474916353713075612e+00, -1.144110980576813041e+00, 1.412509361244286055e+01, 1.018455575268744084e+01, -3.372690494155167862e+00, -1.229881107963276676e+01, 3.770273703991223746e-01, -4.800794880106217022e+00, -9.250229226685037887e+00, -9.860029038237573928e+00, -5.613803332714860872e+00, -5.574145658664766856e+00, 4.573560189962961431e+00, -3.720982029664900104e+00, 6.034122534277456040e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00
4.866041796469984249e+00, -6.156214838089663743e+00, 3.595165368369920067e+00, 9.929099423714756512e+00, 9.112346875263732215e+00, 1.713929243113295087e+01, 5.539116951882546047e+00, 2.249593159985921176e+01, -3.719142236759405584e+00, 3.369693766197445761e+00, 5.433133993615699708e+00, 1.633579614682414416e+00, 3.723641697238813109e+00, 3.833751477180417311e+00, 4.038959618923353645e+00, -2.054835590837367665e+00, -8.473170099190895144e+00, -4.506555736363442755e+00, 1.220150958900771343e+01, 5.221818721948823239e+00, 1.795591462234539648e+01, -1.058316984980079134e+01, -2.171446360084766525e+01, -4.178897395946290061e+00, -5.271058472233627334e+00, 9.574175015857024462e+00, -1.184778762777859207e+01, -1.173112016768924093e+01, -5.583026817217270121e+00, -6.537583673544722807e+00, -4.363893609931146500e+00, -1.475717466145314072e+00, 1.978474709882030425e+01, 2.514801012842089634e+01, 2.868197715016611227e+01, 2.758587087752142253e+01, 2.612380604193285194e+01, 2.454286527870760537e+01, 1.824155963995782059e+01, 1.868383226611744874e+01, 2.821718997971431264e+01, 2.955426588575278402e+01, 2.520864326335400207e+01, 3.031181754438735965e+01, 2.592781431529913050e+01, 2.874925291149732942e+01, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00
-5.501814401312195457e+00, 2.912043603204976350e+00, 1.147508766351862519e+01, 2.100045063390283673e+01, 2.680020310376653470e+01, 2.362923252168897292e+01, 1.553847546954067838e+01, 3.093560837875348923e+01, 1.076811123424191763e+01, 2.306054960400237519e+01, 3.401510068222001593e+01, 1.212906259377908924e+01, 2.589740285340300119e+01, 1.257890987500110747e+01, 5.871984379559494371e+00, 1.362923066410366246e+01, 1.983885911185331707e+01, 1.890236593305473889e+01, 2.644993688085453698e+01, 1.644866556634939059e+01, 1.911185327167751069e+01, 1.212515754135268153e+01, 1.934056400803494213e+01, 1.988027701918987589e+01, 5.357934981175281663e+00, 6.719928566073728682e+00, 2.313607473091220612e+01, 9.045695686403906421e+00, 1.693188662369998099e+01, 1.873741582928597893e+01, 2.363551187624376837e+01, 6.438417318355431185e+00, -4.510980650570513284e-02, -3.407650405822302830e-01, 3.019009428482054780e+00, 3.197954213701529547e+00, 4.454607344871169161e+00, 3.632737367575511023e+00, -3.037555605069197640e+00, -7.081390772476182427e+00, 8.267684650390208390e+00, 8.688738022957814167e+00, 1.534791049959091325e+00, -1.880470950251426299e+00, 9.784569225527630643e-01, 1.434508784214103772e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00
3.250149217438985438e+00, 1.767203169017150799e+01, 1.759458992380673692e+01, -5.158371414002081323e+00, -1.121585798963733893e+01, -1.430168793149075768e+01, -6.823456615265582670e+00, 2.599066682675256423e+00, 3.427041230912892811e+00, 2.499911810921670252e+00, 5.580090967257268275e+00, -1.390656405812822882e+01, 4.412806280506199386e+00, 6.656872190543422718e+00, 6.177880929942070054e+00, 5.136365217495473701e+00, 6.431842065191268887e-01, -9.990972749435060862e+00, 7.449738438807255392e+00, 3.246555109583143306e+00, 3.627134761853664457e+00, -6.013341302102753971e+00, 3.490667839900035929e+00, 3.453365286769943587e+00, -4.557565828128543828e+00, -1.132452593694290854e+00, -6.333781945967556837e+00, -1.248574863228636289e+01, 2.105250752114419477e+00, 1.201915589949461127e+00, 2.548747732814399924e+00, 1.064565368590769623e+01, 1.241179672725289063e+00, 3.742713837004895350e+00, -2.667233152801545160e+00, -2.036775646619135571e-01, -5.813650831001788255e+00, -4.755408802633157350e+00, -1.238730349082566917e+01, -6.352908110406684017e+00, 1.541809988643657547e+01, -1.373120317353122788e+00, -9.500546061198973380e-01, -1.149989987739519037e+01, -8.929685241009750030e+00, -5.061972671753246722e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00
